row ID,TruePositives,FalsePositives,TrueNegatives,FalseNegatives,Recall,Precision,Sensitivity,Specifity,F-measure,Accuracy,Cohen's kappa,,,
2,0,0,14282,724,0,,0,1,,,,,,
3,0,0,14698,308,0,,0,1,,,,,,
4,0,0,14950,56,0,,0,1,,,,,,
5,0,0,14974,32,0,,0,1,,,,,,
6,0,0,14984,22,0,,0,1,,,,,,
7,0,0,15003,3,0,,0,1,,,,,,
8,0,0,15003,3,0,,0,1,,,,,,
9,0,0,15003,3,0,,0,1,,,,,,
Overall,,,,,,,,,,0.590630415,0.218747118,,,82
0,6193,4156,3354,1303,0.826173959,0.598415306,0.826173959,0.446604527,0.69408798,,,,,
1,2672,1985,6662,3687,0.420191854,0.573759931,0.420191854,0.770440615,0.485112564,,,,,
2,0,0,14282,724,0,,0,1,,,,,,
3,0,0,14698,308,0,,0,1,,,,,,
4,0,0,14950,56,0,,0,1,,,,,,
5,0,0,14974,32,0,,0,1,,,,,,
6,0,0,14984,22,0,,0,1,,,,,,
7,0,0,15003,3,0,,0,1,,,,,,
8,0,0,15003,3,0,,0,1,,,,,,
9,0,0,15003,3,0,,0,1,,,,,,
Overall,,,,,,,,,,0.590763695,0.218986422,,,83
0,6199,4166,3344,1297,0.826974386,0.598070429,0.826974386,0.445272969,0.694138066,,,,,
1,2661,1980,6667,3698,0.418462022,0.573367809,0.418462022,0.77101885,0.483818182,,,,,
2,0,0,14282,724,0,,0,1,,,,,,
3,0,0,14698,308,0,,0,1,,,,,,
4,0,0,14950,56,0,,0,1,,,,,,
5,0,0,14974,32,0,,0,1,,,,,,
6,0,0,14984,22,0,,0,1,,,,,,
7,0,0,15003,3,0,,0,1,,,,,,
8,0,0,15003,3,0,,0,1,,,,,,
9,0,0,15003,3,0,,0,1,,,,,,
Overall,,,,,,,,,,0.590430494,0.218229985,,,84
0,6200,4173,3337,1296,0.827107791,0.597705582,0.827107791,0.444340879,0.693939224,,,,,
1,2656,1977,6670,3703,0.417675735,0.573278653,0.417675735,0.771365792,0.483260553,,,,,
2,0,0,14282,724,0,,0,1,,,,,,
3,0,0,14698,308,0,,0,1,,,,,,
4,0,0,14950,56,0,,0,1,,,,,,
5,0,0,14974,32,0,,0,1,,,,,,
6,0,0,14984,22,0,,0,1,,,,,,
7,0,0,15003,3,0,,0,1,,,,,,
8,0,0,15003,3,0,,0,1,,,,,,
9,0,0,15003,3,0,,0,1,,,,,,
Overall,,,,,,,,,,0.590163934,0.217660865,,,85
0,6203,4195,3315,1293,0.827508004,0.59655703,0.827508004,0.441411451,0.693305018,,,,,
1,2637,1971,6676,3722,0.414687844,0.572265625,0.414687844,0.772059674,0.480897237,,,,,
2,0,0,14282,724,0,,0,1,,,,,,
3,0,0,14698,308,0,,0,1,,,,,,
4,0,0,14950,56,0,,0,1,,,,,,
5,0,0,14974,32,0,,0,1,,,,,,
6,0,0,14984,22,0,,0,1,,,,,,
7,0,0,15003,3,0,,0,1,,,,,,
8,0,0,15003,3,0,,0,1,,,,,,
9,0,0,15003,3,0,,0,1,,,,,,
Overall,,,,,,,,,,0.589097694,0.215436459,,,86
0,6198,4196,3314,1298,0.826840982,0.596305561,0.826840982,0.441278296,0.692901062,,,,,
1,2634,1978,6669,3725,0.414216072,0.57111882,0.414216072,0.771250145,0.480175007,,,,,
2,0,0,14282,724,0,,0,1,,,,,,
3,0,0,14698,308,0,,0,1,,,,,,
4,0,0,14950,56,0,,0,1,,,,,,
5,0,0,14974,32,0,,0,1,,,,,,
6,0,0,14984,22,0,,0,1,,,,,,
7,0,0,15003,3,0,,0,1,,,,,,
8,0,0,15003,3,0,,0,1,,,,,,
9,0,0,15003,3,0,,0,1,,,,,,
Overall,,,,,,,,,,0.588564574,0.21444883,,,87
0,6195,4206,3304,1301,0.826440768,0.595615806,0.826440768,0.439946738,0.692294798,,,,,
1,2625,1980,6667,3734,0.412800755,0.570032573,0.412800755,0.77101885,0.478839839,,,,,
2,0,0,14282,724,0,,0,1,,,,,,
3,0,0,14698,308,0,,0,1,,,,,,
4,0,0,14950,56,0,,0,1,,,,,,
5,0,0,14974,32,0,,0,1,,,,,,
6,0,0,14984,22,0,,0,1,,,,,,
7,0,0,15003,3,0,,0,1,,,,,,
8,0,0,15003,3,0,,0,1,,,,,,
9,0,0,15003,3,0,,0,1,,,,,,
Overall,,,,,,,,,,0.587764894,0.212868887,,,88
0,6200,4216,3294,1296,0.827107791,0.595238095,0.827107791,0.43861518,0.692273336,,,,,
1,2617,1973,6674,3742,0.411542695,0.570152505,0.411542695,0.77182838,0.478034524,,,,,
2,0,0,14282,724,0,,0,1,,,,,,
3,0,0,14698,308,0,,0,1,,,,,,
4,0,0,14950,56,0,,0,1,,,,,,
5,0,0,14974,32,0,,0,1,,,,,,
6,0,0,14984,22,0,,0,1,,,,,,
7,0,0,15003,3,0,,0,1,,,,,,
8,0,0,15003,3,0,,0,1,,,,,,
9,0,0,15003,3,0,,0,1,,,,,,
Overall,,,,,,,,,,0.587564974,0.21237325,,,89
0,6200,4220,3290,1296,0.827107791,0.595009597,0.827107791,0.438082557,0.692118777,,,,,
1,2619,1967,6680,3740,0.41185721,0.571085914,0.41185721,0.772522262,0.478574692,,,,,
2,0,0,14282,724,0,,0,1,,,,,,
3,0,0,14698,308,0,,0,1,,,,,,
4,0,0,14950,56,0,,0,1,,,,,,
5,0,0,14974,32,0,,0,1,,,,,,
6,0,0,14984,22,0,,0,1,,,,,,
7,0,0,15003,3,0,,0,1,,,,,,
8,0,0,15003,3,0,,0,1,,,,,,
9,0,0,15003,3,0,,0,1,,,,,,
Overall,,,,,,,,,,0.587698254,0.212597404,,,90
0,6205,4220,3290,1291,0.827774813,0.595203837,0.827774813,0.438082557,0.692483678,,,,,
1,2619,1962,6685,3740,0.41185721,0.571709234,0.41185721,0.773100497,0.478793419,,,,,
2,0,0,14282,724,0,,0,1,,,,,,
3,0,0,14698,308,0,,0,1,,,,,,
4,0,0,14950,56,0,,0,1,,,,,,
5,0,0,14974,32,0,,0,1,,,,,,
6,0,0,14984,22,0,,0,1,,,,,,
7,0,0,15003,3,0,,0,1,,,,,,
8,0,0,15003,3,0,,0,1,,,,,,
9,0,0,15003,3,0,,0,1,,,,,,
Overall,,,,,,,,,,0.588031454,0.213195804,,,91
0,6204,4227,3283,1292,0.827641409,0.594765603,0.827641409,0.437150466,0.692140347,,,,,
1,2612,1963,6684,3747,0.410756408,0.570928962,0.410756408,0.77298485,0.477775745,,,,,
2,0,0,14282,724,0,,0,1,,,,,,
3,0,0,14698,308,0,,0,1,,,,,,
4,0,0,14950,56,0,,0,1,,,,,,
5,0,0,14974,32,0,,0,1,,,,,,
6,0,0,14984,22,0,,0,1,,,,,,
7,0,0,15003,3,0,,0,1,,,,,,
8,0,0,15003,3,0,,0,1,,,,,,
9,0,0,15003,3,0,,0,1,,,,,,
Overall,,,,,,,,,,0.587498334,0.212132031,,,92
0,6200,4236,3274,1296,0.827107791,0.594097355,0.827107791,0.435952064,0.691501227,,,,,
1,2599,1971,6676,3760,0.408712062,0.568708972,0.408712062,0.772059674,0.475615335,,,,,
2,0,0,14282,724,0,,0,1,,,,,,
3,0,0,14698,308,0,,0,1,,,,,,
4,0,0,14950,56,0,,0,1,,,,,,
5,0,0,14974,32,0,,0,1,,,,,,
6,0,0,14984,22,0,,0,1,,,,,,
7,0,0,15003,3,0,,0,1,,,,,,
8,0,0,15003,3,0,,0,1,,,,,,
9,0,0,15003,3,0,,0,1,,,,,,
Overall,,,,,,,,,,0.586365454,0.20993016,,,93
0,6202,4238,3272,1294,0.8273746,0.594061303,0.8273746,0.435685752,0.691570027,,,,,
1,2603,1963,6684,3756,0.409341091,0.570083224,0.409341091,0.77298485,0.476521739,,,,,
2,0,0,14282,724,0,,0,1,,,,,,
3,0,0,14698,308,0,,0,1,,,,,,
4,0,0,14950,56,0,,0,1,,,,,,
5,0,0,14974,32,0,,0,1,,,,,,
6,0,0,14984,22,0,,0,1,,,,,,
7,0,0,15003,3,0,,0,1,,,,,,
8,0,0,15003,3,0,,0,1,,,,,,
9,0,0,15003,3,0,,0,1,,,,,,
Overall,,,,,,,,,,0.586765294,0.210663431,,,94
0,6197,4228,3282,1299,0.826707577,0.594436451,0.826707577,0.43701731,0.691590871,,,,,
1,2613,1968,6679,3746,0.410913666,0.570399476,0.410913666,0.772406615,0.477696527,,,,,
2,0,0,14282,724,0,,0,1,,,,,,
3,0,0,14698,308,0,,0,1,,,,,,
4,0,0,14950,56,0,,0,1,,,,,,
5,0,0,14974,32,0,,0,1,,,,,,
6,0,0,14984,22,0,,0,1,,,,,,
7,0,0,15003,3,0,,0,1,,,,,,
8,0,0,15003,3,0,,0,1,,,,,,
9,0,0,15003,3,0,,0,1,,,,,,
Overall,,,,,,,,,,0.587098494,0.211413977,,,95
0,6204,4231,3279,1292,0.827641409,0.594537614,0.827641409,0.436617843,0.691985946,,,,,
1,2611,1960,6687,3748,0.410599151,0.571209801,0.410599151,0.773331791,0.477767612,,,,,
2,0,0,14282,724,0,,0,1,,,,,,
3,0,0,14698,308,0,,0,1,,,,,,
4,0,0,14950,56,0,,0,1,,,,,,
5,0,0,14974,32,0,,0,1,,,,,,
6,0,0,14984,22,0,,0,1,,,,,,
7,0,0,15003,3,0,,0,1,,,,,,
8,0,0,15003,3,0,,0,1,,,,,,
9,0,0,15003,3,0,,0,1,,,,,,
Overall,,,,,,,,,,0.587431694,0.211974351,,,96
0,6202,4235,3275,1294,0.8273746,0.594232059,0.8273746,0.43608522,0.691685719,,,,,
1,2608,1961,6686,3751,0.410127379,0.570803239,0.410127379,0.773216144,0.477306003,,,,,
2,0,0,14282,724,0,,0,1,,,,,,
3,0,0,14698,308,0,,0,1,,,,,,
4,0,0,14950,56,0,,0,1,,,,,,
5,0,0,14974,32,0,,0,1,,,,,,
6,0,0,14984,22,0,,0,1,,,,,,
7,0,0,15003,3,0,,0,1,,,,,,
8,0,0,15003,3,0,,0,1,,,,,,
9,0,0,15003,3,0,,0,1,,,,,,
Overall,,,,,,,,,,0.587098494,0.21132271,,,97
0,6200,4248,3262,1296,0.827107791,0.593415008,0.827107791,0.434354194,0.691038787,,,,,
1,2595,1963,6684,3764,0.408083032,0.569328653,0.408083032,0.77298485,0.475405331,,,,,
2,0,0,14282,724,0,,0,1,,,,,,
3,0,0,14698,308,0,,0,1,,,,,,
4,0,0,14950,56,0,,0,1,,,,,,
5,0,0,14974,32,0,,0,1,,,,,,
6,0,0,14984,22,0,,0,1,,,,,,
7,0,0,15003,3,0,,0,1,,,,,,
8,0,0,15003,3,0,,0,1,,,,,,
9,0,0,15003,3,0,,0,1,,,,,,
Overall,,,,,,,,,,0.586098894,0.209329505,,,98
0,6199,4249,3261,1297,0.826974386,0.593319296,0.826974386,0.434221039,0.690927329,,,,,
1,2591,1967,6680,3768,0.407454002,0.568451075,0.407454002,0.772522262,0.474672529,,,,,
2,0,0,14282,724,0,,0,1,,,,,,
3,0,0,14698,308,0,,0,1,,,,,,
4,0,0,14950,56,0,,0,1,,,,,,
5,0,0,14974,32,0,,0,1,,,,,,
6,0,0,14984,22,0,,0,1,,,,,,
7,0,0,15003,3,0,,0,1,,,,,,
8,0,0,15003,3,0,,0,1,,,,,,
9,0,0,15003,3,0,,0,1,,,,,,
Overall,,,,,,,,,,0.585765694,0.208692997,,,99
0,6198,4248,3262,1298,0.826840982,0.593337163,0.826840982,0.434354194,0.690892877,,,,,
1,2590,1970,6677,3769,0.407296745,0.567982456,0.407296745,0.772175321,0.474402418,,,,,
2,0,0,14282,724,0,,0,1,,,,,,
3,0,0,14698,308,0,,0,1,,,,,,
4,0,0,14950,56,0,,0,1,,,,,,
5,0,0,14974,32,0,,0,1,,,,,,
6,0,0,14984,22,0,,0,1,,,,,,
7,0,0,15003,3,0,,0,1,,,,,,
8,0,0,15003,3,0,,0,1,,,,,,
9,0,0,15003,3,0,,0,1,,,,,,
Overall,,,,,,,,,,0.585632414,0.208453664,,,100
